TrialNumber,NumberOfRows,NumberOfColumns,NumberOfPlots,FieldSize,NAProportion,NAMaximumClusterSize,NAMeanClusterSize,NANumberClusters,NAProportionMaximumClusterSize,NAProportionMeanClusterSize,NAProportionNumberClusters,Simulated_GRFTypePatch0,Simulated_GRFsigmaPatch0,Simulated_GRFrhorPatch0,Simulated_GRFrhocPatch0,Simulated_GRFphiPatch0,Simulated_GRFTypePatch1,Simulated_GRFsigmaPatch1,Simulated_GRFrhorPatch1,Simulated_GRFrhocPatch1,Simulated_GRFphiPatch1,Simulated_BFSimulatedPatches,Estimated_TimeTree,Estimated_NumberOfPatchesIdentified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,Estimated_TimeIdentification,Estimated_NumberOfPatchesLocalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,Estimated_TimeLocalAuthentication,Estimated_NumberOfPatchesLocalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,Estimated_TimeLocalVerification,Estimated_IterationsLocal,Estimated_NumberOfPatchesGlobalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,Estimated_TimeGlobalAuthentication,Estimated_NumberOfPatchesGlobalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,Estimated_TimeGlobalVerification,Estimated_IterationsGlobal,Estimated_NumberOfPatchesFinalAuthenticatedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,Estimated_TimeFinalAuthenticationAnecdotal,Estimated_NumberOfPatchesFinalVerifiedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,Estimated_TimeFinalVerificationAnecdotal,Estimated_IterationsFinalAnecdotal,Estimated_NumberOfPatchesFinalAuthenticatedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,Estimated_TimeFinalAuthenticationModerate,Estimated_NumberOfPatchesFinalVerifiedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,Estimated_TimeFinalVerificationModerate,Estimated_IterationsFinalModerate,Estimated_NumberOfPatchesFinalAuthenticatedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,Estimated_TimeFinalAuthenticationStrong,Estimated_NumberOfPatchesFinalVerifiedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,Estimated_TimeFinalVerificationStrong,Estimated_IterationsFinalStrong,Estimated_NumberOfPatchesFinalAuthenticatedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,Estimated_TimeFinalAuthenticationVerystrong,Estimated_NumberOfPatchesFinalVerifiedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,Estimated_TimeFinalVerificationVerystrong,Estimated_IterationsFinalVerystrong,Estimated_NumberOfPatchesFinalAuthenticatedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,Estimated_TimeFinalAuthenticationDecisive,Estimated_NumberOfPatchesFinalVerifiedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,Estimated_TimeFinalVerificationDecisive,Estimated_IterationsFinalDecisive
Trial38,18,4,72,72,0.1805555555555555,3.0,1.3,13,0.0416666666666666,0.0180555555555555,0.1805555555555555,AR1rcp,8.000148853684022,0.999999,0.7340761100989946,1.092900377079519,AR1rc,12.59388768238545,0.7647785326939296,0.86425838551453,0.0,19.02155553452464,327.01704983599484,5,0.6388888888888888,0.9444444444444444,0.08307567052543163,4,0.6527777777777778,0.8888888888888888,218.44469064846635,4,0.7361111111111112,0.9444444444444444,0.8320811651647091,1,3,0.75,0.9444444444444444,450.8873606491835,3,0.75,0.9444444444444444,1.2725883796809967,2,2,0.9444444444444444,0.9444444444444444,171.02444755285978,2,0.9444444444444444,0.9444444444444444,0.6505819670855999,1,2,0.9444444444444444,0.9444444444444444,124.1479077860713,2,0.9444444444444444,0.9444444444444444,0.5421914458274841,1,2,0.9444444444444444,0.9444444444444444,132.95762768760324,2,0.9444444444444444,0.9444444444444444,0.5871344842016697,1,2,0.9444444444444444,0.9444444444444444,119.06608061492445,2,0.9444444444444444,0.9444444444444444,0.5186347290873385,1,2,0.9444444444444444,0.9444444444444444,136.62374582514167,2,0.9444444444444444,0.9444444444444444,0.7326389737427235,1
Trial16,6,8,48,48,0.0625,1.0,1.0,3,0.0208333333333333,0.0208333333333333,0.0625,AR1r,7.531278184739747,0.8193899482943522,0.0,0.0,AR1cp,6.833921737288973,0.0,0.988037238958846,1.698836857074661,30.51823024565392,195.7835483718664,3,0.6875,0.9166666666666666,4.122114541009012,2,0.9375,0.9375,182.6082192119211,2,0.9375,0.9375,0.7802982684224844,2,2,0.9375,0.9375,27.01157821342349,2,0.9375,0.9375,0.7643653508275747,1,2,0.9375,0.9375,37.59345792979002,2,0.9375,0.9375,0.11031724140048027,1,2,0.9375,0.9375,26.413555778563023,2,0.9375,0.9375,0.02045980468392017,1,2,0.9375,0.9375,27.09419625997544,2,0.9375,0.9375,0.021585039794437932,1,2,0.9375,0.9375,26.3820250146091,2,0.9375,0.9375,0.025533728301525116,1,2,0.9375,0.9375,25.846850913017988,2,0.9375,0.9375,0.018031112849712372,1
Trial2,16,4,64,64,0.0625,1.0,1.0,4,0.015625,0.015625,0.0625,AR1c,6.706255694277784,0.0,0.5630277422135157,0.0,AR1r,11.69782690494983,0.8497406803167256,0.0,0.0,8.56771498961426,265.92700009047985,4,0.421875,0.875,0.0853806659579277,3,0.71875,0.8125,322.74118570797145,2,0.84375,0.84375,0.01185111328959465,2,2,0.8125,0.8125,127.66538336500525,2,0.8125,0.8125,0.01101001724600792,2,2,0.8125,0.8125,72.12383880838752,2,0.8125,0.8125,0.020730067044496536,1,2,0.8125,0.8125,71.5300225391984,2,0.8125,0.8125,0.015980031341314316,1,2,0.8125,0.8125,75.42355181276798,2,0.8125,0.8125,0.018006402999162674,1,2,0.8125,0.8125,76.28920550644398,2,0.8125,0.8125,0.3465626426041126,1,2,0.8125,0.8125,63.8807411827147,2,0.8125,0.8125,0.017623450607061386,1
Trial35,6,16,96,96,0.0104166666666666,1.0,1.0,1,0.0104166666666666,0.0104166666666666,0.0104166666666666,IID,13.17221760237955,0.0,0.0,0.0,AR1rp,8.286671878779597,0.999999,0.0,1.809888797213219,6.7253056349972695,522.3990061562508,7,0.3645833333333333,0.90625,0.20981025137007236,5,0.3645833333333333,0.7708333333333334,1393.5681281723082,3,0.46875,0.7708333333333334,0.02210923843085766,2,3,0.53125,0.7604166666666666,942.5181589778513,3,0.53125,0.7604166666666666,0.01698959991335869,2,2,0.5729166666666667,0.5729166666666667,1369.4716537073257,2,0.5729166666666667,0.5729166666666667,0.01633615046716841,3,2,0.5729166666666667,0.5729166666666667,1190.4828148968518,2,0.5729166666666667,0.5729166666666667,0.015967492014169693,3,2,0.5729166666666667,0.5729166666666667,1032.1696063913405,2,0.5729166666666667,0.5729166666666667,0.013049788773059845,3,2,0.5729166666666667,0.5729166666666667,1122.3385418504477,2,0.5729166666666667,0.5729166666666667,0.021541822701465208,3,2,0.5729166666666667,0.5729166666666667,1070.675925411284,2,0.5729166666666667,0.5729166666666667,0.037998445332050323,3
Trial69,8,16,128,128,0.0234375,1.0,1.0,3,0.0078125,0.0078125,0.0234375,AR1r,9.99327765235526,0.8491264887623104,0.0,0.0,AR1rc,9.300851489559772,0.754160190084869,0.1091194711394242,0.0,10.880203411875383,681.2012415323406,8,0.3671875,0.8828125,0.3189869839698076,4,0.5625,0.7265625,3239.1546552050854,4,0.5625,0.7265625,0.01700777933046993,4,3,0.2734375,0.7265625,981.4946034438908,3,0.2734375,0.7265625,0.01612468995153904,2,2,0.65625,0.65625,458.0817066468298,2,0.65625,0.65625,12.137331869453249,1,2,0.65625,0.65625,402.8877453058958,2,0.65625,0.65625,14.101811204105616,1,2,0.65625,0.65625,347.1504212766886,2,0.65625,0.65625,12.192688394337893,1,2,0.65625,0.65625,376.2402294836938,2,0.65625,0.65625,13.176768403500375,1,2,0.65625,0.65625,342.1152325794101,2,0.65625,0.65625,11.882663533091545,1
Trial22,4,30,120,120,0.0,,,0,,,0.0,IID,9.420349885988236,0.0,0.0,0.0,AR1cp,12.34037743484245,0.0,0.990483393076866,0.356366006836277,24.520780203805145,765.9612279683352,7,0.4499999999999999,0.9833333333333332,5.868778206408024,6,0.5833333333333333,0.975,10046.893257627265,7,0.5583333333333333,0.975,43.110254880039065,3,4,0.8,0.9833333333333332,1995.1691493745875,4,0.8,0.9833333333333332,0.01620960422042117,2,2,1.0,1.0,1879.2532316222787,2,1.0,1.0,0.01635134592606846,3,2,1.0,1.0,1134.5295824706554,2,1.0,1.0,0.013732865452766418,3,2,1.0,1.0,1159.9209176972508,2,1.0,1.0,0.014950606971979141,3,2,1.0,1.0,1186.5308007486165,2,1.0,1.0,0.021230623126029968,3,2,1.0,1.0,1134.0076075419784,2,1.0,1.0,0.012651819735538083,3
Trial53,6,8,48,48,0.0,,,0,,,0.0,AR1rcp,13.64359594713941,0.712752912200028,0.2826910403670221,0.013490623828737,IID,13.47892258394551,0.0,0.0,0.0,18.18846336524913,122.1949097122997,3,0.4583333333333333,0.7083333333333333,0.061680400744094754,3,0.4583333333333333,0.7083333333333333,57.55326562188564,3,0.4583333333333333,0.7083333333333333,0.012929828837513924,1,3,0.4583333333333333,0.7083333333333333,120.87757156789303,3,0.4583333333333333,0.7083333333333333,0.013832783326506615,1,2,0.9375,0.9375,242.6012015715241,2,0.9375,0.9375,3.195343680679912,2,2,0.9375,0.9375,191.74872967228293,2,0.9375,0.9375,2.3609139509499073,2,2,0.9375,0.9375,203.60655571520329,2,0.9375,0.9375,2.4877808019519136,2,2,0.9375,0.9375,187.70338007435203,2,0.9375,0.9375,2.561574079096374,2,2,0.9375,0.9375,187.1336279772222,2,0.9375,0.9375,2.548567295074463,2
Trial7,6,8,48,48,0.0416666666666666,1.0,1.0,2,0.0208333333333333,0.0208333333333333,0.0416666666666666,AR1r,19.27786126189848,0.7503870554646617,0.0,0.0,AR1c,9.806592236781558,0.0,0.5077667404449687,0.0,0.8080461322051349,73.19129553250968,4,0.5625,0.8333333333333334,0.0814224611967802,3,0.7916666666666666,0.8541666666666666,94.62280650623143,3,0.7916666666666666,0.9791666666666666,0.014541232958436012,2,3,0.7916666666666666,0.9791666666666666,118.28099766001105,3,0.7916666666666666,0.9791666666666666,0.01331446319824181,2,2,1.0,1.0,86.78294742107391,2,1.0,1.0,0.015389833599328995,2,2,1.0,1.0,66.57403558120131,2,1.0,1.0,0.0125945545732975,2,2,1.0,1.0,63.49925480410457,2,1.0,1.0,0.012277469038963318,2,2,1.0,1.0,69.51100519299507,2,1.0,1.0,0.013782422989606857,2,2,1.0,1.0,165.58219445124269,2,1.0,1.0,0.04386407881975174,2
Trial37,14,8,112,112,0.1785714285714285,4.0,1.6666666666666667,20,0.0357142857142857,0.0148809523809523,0.1785714285714285,IID,6.148959981896655,0.0,0.0,0.0,AR1rcp,12.42829836055046,0.7475421860384895,0.999999,0.6472341849943433,3.486133432503322,660.7039944138378,7,0.4553571428571429,0.9196428571428572,0.28194775246083736,6,0.4642857142857143,0.8392857142857143,1625.9859323706478,6,0.4642857142857143,0.8392857142857143,0.01693725772202015,2,4,0.5357142857142857,0.8303571428571428,1700.250034790486,4,0.5357142857142857,0.8303571428571428,0.016715573146939278,2,2,0.7589285714285714,0.7589285714285714,609.2516515851021,2,0.7589285714285714,0.7589285714285714,1.5887961238622665,1,2,0.7589285714285714,0.7589285714285714,609.5611831992865,2,0.7589285714285714,0.7589285714285714,1.8805304281413555,1,2,0.7589285714285714,0.7589285714285714,553.6912955902517,2,0.7589285714285714,0.7589285714285714,1.407921265810728,1,2,0.7589285714285714,0.7589285714285714,605.486738819629,2,0.7589285714285714,0.7589285714285714,1.6747659482061863,1,2,0.7589285714285714,0.7589285714285714,526.6426722109318,2,0.7589285714285714,0.7589285714285714,1.368007369339466,1
Trial1,6,8,48,48,0.0,,,0,,,0.0,AR1c,6.541012375262457,0.0,0.5602803260467887,0.0,AR1rcp,9.649691248744906,0.3184680161924237,0.999999,1.388442353135935,14.283965432173863,115.67602642066775,4,0.6458333333333333,0.9166666666666666,0.04742985963822832,4,0.6458333333333333,0.9166666666666666,148.44514825753868,4,0.6458333333333333,0.9166666666666666,0.012759173288941383,1,3,0.7291666666666667,0.9375,404.28975185006857,3,0.7291666666666667,0.9375,12.082405544817448,2,2,0.9583333333333334,0.9583333333333334,192.09821970015764,2,0.9583333333333334,0.9583333333333334,0.017318207770586014,2,2,0.9583333333333334,0.9583333333333334,152.84382896870375,2,0.9583333333333334,0.9583333333333334,0.013243328779935837,2,2,0.9583333333333334,0.9583333333333334,165.286915846169,2,0.9583333333333334,0.9583333333333334,0.01509646326303482,2,2,0.9583333333333334,0.9583333333333334,154.29361997172236,2,0.9583333333333334,0.9583333333333334,0.014163624495267868,2,2,0.9583333333333334,0.9583333333333334,137.1284090206027,2,0.9583333333333334,0.9583333333333334,0.011401154100894928,2
Trial75,4,16,64,64,0.0,,,0,,,0.0,IID,10.54264111370929,0.0,0.0,0.0,AR1rcp,7.169947012533197,0.9121750372459436,0.943656718876168,0.4859110516662343,19.408587304564776,302.2849020231515,5,0.53125,0.890625,0.05066186562180519,4,0.640625,0.9375,486.69734392873943,3,0.734375,0.9375,0.018695712089538574,2,3,0.75,0.953125,597.7660116497427,3,0.75,0.953125,0.01324927806854248,2,2,0.953125,0.953125,253.80596251413223,2,0.953125,0.953125,1.9429025314748571,1,2,0.953125,0.953125,270.99057365208864,2,0.953125,0.953125,2.0914108753204346,1,2,0.953125,0.953125,258.07169358059764,2,0.953125,0.953125,1.9540705420076847,1,2,0.953125,0.953125,320.6329891420901,2,0.953125,0.953125,2.355432156473398,1,2,0.953125,0.953125,300.4370278380811,2,0.953125,0.953125,2.3012680783867836,1
Trial73,5,10,50,50,0.34,8.0,5.666666666666667,17,0.16,0.1133333333333333,0.34,AR1c,7.182388553946978,0.0,0.7267854090680259,0.0,IID,14.2856305927401,0.0,0.0,0.0,7.321341544135258,64.68370417319238,2,0.9,0.9,0.047198714688420296,2,0.9,0.9,7.3350192457437515,2,0.9,0.9,0.014979679137468338,1,2,0.9,0.9,20.057307057082653,2,0.9,0.9,0.011504961177706718,1,2,0.9,0.9,17.493246342986822,2,0.9,0.9,0.018524765968322754,1,2,0.9,0.9,17.48588525876403,2,0.9,0.9,0.016730569303035736,1,2,0.9,0.9,18.730799466371536,2,0.9,0.9,0.018465347588062286,1,2,0.9,0.9,18.443291623145345,2,0.9,0.9,1.2449003309011424,1,2,0.9,0.9,15.30405317246914,2,0.9,0.9,0.014721333980558526,1
Trial96,6,12,72,72,0.125,5.0,1.8,9,0.0694444444444444,0.025,0.125,AR1rcp,11.70639052677635,0.9232126179298354,0.9291241646487292,0.5088464423540301,AR1rp,8.48446931283976,0.929853089398746,0.0,0.6767899696355679,9.289738542965978,681.4452642891556,3,0.5833333333333333,0.75,0.17225475050508976,3,0.5833333333333333,0.75,245.33438468538213,3,0.5833333333333333,0.75,0.01530297659360258,1,3,0.5833333333333333,0.75,609.9363088030367,3,0.5833333333333333,0.75,0.01728728413581848,1,2,0.9027777777777778,0.9027777777777778,695.5615530535579,2,0.9027777777777778,0.9027777777777778,11.68182598426938,2,2,0.9027777777777778,0.9027777777777778,722.5456262640655,2,0.9027777777777778,0.9027777777777778,11.736676197499037,2,2,0.9027777777777778,0.9027777777777778,750.6595998704433,2,0.9027777777777778,0.9027777777777778,12.541440986096859,2,2,0.9027777777777778,0.9027777777777778,788.991781886667,2,0.9027777777777778,0.9027777777777778,12.868715774267912,2,2,0.9027777777777778,0.9027777777777778,625.6541190110147,2,0.9027777777777778,0.9027777777777778,10.130963753908873,2
Trial56,11,16,176,176,0.0,,,0,,,0.0,IID,6.155416237693404,0.0,0.0,0.0,IID,9.8468319401614,0.0,0.0,0.0,7.327879540740838,1918.565539726988,8,0.2272727272727273,0.8806818181818181,0.21820982545614243,6,0.409090909090909,0.8806818181818181,6524.656141363084,7,0.3806818181818182,0.8806818181818181,0.01875445805490017,3,4,0.471590909090909,0.931818181818182,10340.560278574005,4,0.471590909090909,0.931818181818182,11.36477286927402,3,2,0.7840909090909091,0.7840909090909091,3304.780006930232,2,0.7840909090909091,0.7840909090909091,0.014588572084903717,3,2,0.7840909090909091,0.7840909090909091,3275.7704052962363,2,0.7840909090909091,0.7840909090909091,0.01626008003950119,3,2,0.7840909090909091,0.7840909090909091,3098.543554060161,2,0.7840909090909091,0.7840909090909091,0.014559250324964523,3,2,0.7840909090909091,0.7840909090909091,3078.3844695724547,2,0.7840909090909091,0.7840909090909091,0.015028797090053558,3,2,0.7840909090909091,0.7840909090909091,3208.0356993712485,2,0.7840909090909091,0.7840909090909091,0.016229428350925446,3
Trial95,3,16,48,48,0.0,,,0,,,0.0,AR1rc,12.9758400110845,0.8097042551246053,0.7466034580632557,0.0,AR1rc,7.384407741125526,0.6343640735308409,0.5992933029464192,0.0,11.0475663083373,143.21064027026296,3,0.875,1.0,0.08130740560591221,3,0.875,1.0,44.79628720879552,3,0.875,1.0,0.013796215876880069,1,2,1.0,1.0,32.065048635006036,2,1.0,1.0,1.589266046881562,1,2,1.0,1.0,35.04633051156998,2,1.0,1.0,0.025236845016479492,1,2,1.0,1.0,26.75233788043261,2,1.0,1.0,0.020906090736385607,1,2,1.0,1.0,24.08368024230004,2,1.0,1.0,0.016268946230404424,1,2,1.0,1.0,26.440206348896027,2,1.0,1.0,0.021190680563453412,1,2,1.0,1.0,31.33553843572736,2,1.0,1.0,0.02339224144815688,1
Trial81,6,8,48,48,0.0,,,0,,,0.0,IID,9.566097040439768,0.0,0.0,0.0,AR1rc,9.242092499337629,0.5929453354862384,0.7756770341349151,0.0,17.577794035145672,85.49349025636911,3,0.625,0.75,0.04276018403470516,3,0.625,0.75,46.972080362960696,3,0.625,0.75,0.012063942849636078,1,3,0.625,0.75,102.92759971879426,3,0.625,0.75,0.012837266549439619,1,2,0.6666666666666667,0.6666666666666667,183.82529364526272,2,0.6666666666666667,0.6666666666666667,0.01400446891784668,2,2,0.6666666666666667,0.6666666666666667,133.36765276640654,2,0.6666666666666667,0.6666666666666667,0.01743951067328453,2,2,0.6666666666666667,0.6666666666666667,142.4753585755825,2,0.6666666666666667,0.6666666666666667,0.014895562082529068,2,2,0.6666666666666667,0.6666666666666667,137.3564550690353,2,0.6666666666666667,0.6666666666666667,0.015414968132972717,2,2,0.6666666666666667,0.6666666666666667,141.5576025247574,2,0.6666666666666667,0.6666666666666667,0.01219501346346874,2
Trial9,3,16,48,48,0.0416666666666666,1.0,1.0,2,0.0208333333333333,0.0208333333333333,0.0416666666666666,IID,5.252993988990236,0.0,0.0,0.0,AR1rp,12.59480023111422,0.999999,0.0,0.703823561084861,4.736088048518269,118.11711157672109,2,0.9791666666666666,0.9791666666666666,0.01778939552603731,2,0.9791666666666666,0.9791666666666666,45.176016541197896,2,0.9791666666666666,0.9791666666666666,0.012862972915172577,1,2,0.9791666666666666,0.9791666666666666,97.02545857429504,2,0.9791666666666666,0.9791666666666666,0.012680081650614738,1,2,0.9791666666666666,0.9791666666666666,139.3815079294145,2,0.9791666666666666,0.9791666666666666,0.021663986146450043,1,2,0.9791666666666666,0.9791666666666666,101.8740901313722,2,0.9791666666666666,0.9791666666666666,0.01839037612081995,1,2,0.9791666666666666,0.9791666666666666,101.4158613719046,2,0.9791666666666666,0.9791666666666666,0.030274372547879125,1,2,0.9791666666666666,0.9791666666666666,111.44029214978218,2,0.9791666666666666,0.9791666666666666,0.02285890281200409,1,2,0.9791666666666666,0.9791666666666666,176.2443221397698,2,0.9791666666666666,0.9791666666666666,0.025255639106035233,1
Trial85,5,10,50,50,0.2,8.0,3.333333333333333,10,0.16,0.0666666666666666,0.2,AR1rc,14.68525464958487,0.900620396197871,0.7612804116583688,0.0,AR1c,19.49442065849544,0.0,0.2511078718430234,0.0,20.613915240037613,112.8174975439906,3,0.78,0.96,0.0657019391656064,2,0.74,0.74,109.67184676416218,3,0.64,0.9,0.010957907885313034,2,2,0.74,0.74,150.6336812786758,3,0.64,0.9,0.011433757841587067,1,2,0.7,0.7,210.8415907546878,2,0.7,0.7,0.011635947972536087,2,2,0.7,0.7,231.74090207740664,2,0.7,0.7,0.013880014419555664,2,1,0.62,0.62,179.39109390601516,1,0.62,0.62,0.04679394140839577,2,1,0.62,0.62,195.824144680053,1,0.62,0.62,0.0562695749104023,2,1,0.62,0.62,148.16298417374492,1,0.62,0.62,0.03612847253680229,2
Trial19,7,16,112,112,0.0267857142857142,2.0,1.5,3,0.0178571428571428,0.0133928571428571,0.0267857142857142,AR1rc,4.624781841440273,0.5955520641879366,0.6879821624574413,0.0,AR1r,9.040528042943489,0.7499999999999969,0.0,0.0,38.25432710815959,493.9732012618333,6,0.3571428571428571,0.9107142857142856,1.826587300747633,5,0.3660714285714286,0.9285714285714286,1191.698538351804,6,0.3660714285714286,0.9285714285714286,0.017457252368330956,2,3,0.7410714285714286,0.9642857142857144,1434.4315081667155,3,0.7410714285714286,0.9642857142857144,0.01444239355623722,4,2,0.9553571428571428,0.9553571428571428,226.47312201559544,2,0.9553571428571428,0.9553571428571428,0.013789217919054408,2,2,0.9553571428571428,0.9553571428571428,263.7709207199514,2,0.9553571428571428,0.9553571428571428,0.013704735785722733,2,2,0.9553571428571428,0.9553571428571428,230.28274945914745,2,0.9553571428571428,0.9553571428571428,0.014633920043735316,2,2,0.9553571428571428,0.9553571428571428,271.2428884021938,2,0.9553571428571428,0.9553571428571428,0.014119956642389297,2,2,0.9553571428571428,0.9553571428571428,236.1934442259372,2,0.9553571428571428,0.9553571428571428,0.015208147466097444,2
Trial51,9,12,108,108,0.0,,,0,,,0.0,AR1rc,8.548991672408262,0.5965590613910551,0.8338288207659793,0.0,AR1c,9.436883892998118,0.0,0.9347795815791796,0.0,56.943885445835576,344.8103776276112,4,0.5092592592592593,0.9166666666666666,0.24551445245737114,4,0.5092592592592593,0.9166666666666666,108.93189173936844,4,0.5092592592592593,0.9166666666666666,0.024259185418486595,1,4,0.5092592592592593,0.9166666666666666,321.92639643885195,4,0.5092592592592593,0.9166666666666666,0.019799204543232918,1,2,1.0,1.0,718.2045501172543,2,1.0,1.0,0.017632950097322464,2,2,1.0,1.0,466.4881717599928,2,1.0,1.0,0.01395203918224297,2,2,1.0,1.0,467.4250018820167,2,1.0,1.0,0.015695068985166927,2,2,1.0,1.0,474.9316538311541,2,1.0,1.0,0.02863120287656784,2,2,1.0,1.0,446.93927185609937,2,1.0,1.0,0.013982113450708766,2
Trial14,9,10,90,90,0.3888888888888889,13.0,3.888888888888889,35,0.1444444444444444,0.0432098765432098,0.3888888888888889,IID,12.84683487689745,0.0,0.0,0.0,AR1c,7.100502702461576,0.0,0.9073716257957588,0.0,18.59180910832813,262.66681280732155,4,0.7333333333333334,1.0,0.052138252183794975,3,0.7222222222222222,0.8777777777777778,301.6203970964998,3,0.7666666666666666,0.9444444444444444,0.01266905665397644,2,3,0.7666666666666666,0.9444444444444444,182.89412318728864,3,0.7666666666666666,0.9444444444444444,0.08320813998579979,1,2,0.9444444444444444,0.9444444444444444,132.57342353090644,2,0.9444444444444444,0.9444444444444444,0.09179523214697838,1,2,0.9444444444444444,0.9444444444444444,136.3325646072626,2,0.9444444444444444,0.9444444444444444,0.10093284398317337,1,2,0.9444444444444444,0.9444444444444444,142.1890341490507,2,0.9444444444444444,0.9444444444444444,0.09700164571404457,1,2,0.9444444444444444,0.9444444444444444,145.75631323084235,2,0.9444444444444444,0.9444444444444444,0.09237020835280418,1,2,0.9444444444444444,0.9444444444444444,120.46992517262696,2,0.9444444444444444,0.9444444444444444,0.0801888331771039,1
Trial42,6,8,48,48,0.0,,,0,,,0.0,IID,6.718772321329902,0.0,0.0,0.0,AR1rc,7.410055078030161,0.7850337749169017,0.8140338600414881,0.0,26.48082399635549,139.166680958122,3,0.6666666666666667,0.8333333333333334,0.03657171875241261,2,0.8333333333333334,0.8333333333333334,68.71755743213001,2,0.8333333333333334,0.8333333333333334,0.011812383308949848,2,2,0.8333333333333334,0.8333333333333334,83.7794155199081,2,0.8333333333333334,0.8333333333333334,0.011490030214190483,1,2,0.8333333333333334,0.8333333333333334,108.81899483501913,2,0.8333333333333334,0.8333333333333334,0.02358049154278774,1,2,0.8333333333333334,0.8333333333333334,79.14116755127907,2,0.8333333333333334,0.8333333333333334,0.020921427756547928,1,2,0.8333333333333334,0.8333333333333334,76.62578353658319,2,0.8333333333333334,0.8333333333333334,0.017402056604623795,1,2,0.8333333333333334,0.8333333333333334,82.16854815557599,2,0.8333333333333334,0.8333333333333334,0.020824849605560303,1,2,0.8333333333333334,0.8333333333333334,89.34152445942163,2,0.8333333333333334,0.8333333333333334,0.02201889082789421,1
Trial43,9,10,90,90,0.3666666666666666,25.0,4.714285714285714,33,0.2777777777777778,0.0523809523809523,0.3666666666666666,AR1rc,10.34973547580937,0.6198542177141863,0.5814015927486474,0.0,AR1rc,9.1708001144714,0.751487461989748,0.8791739414255662,0.0,37.47052498849432,378.8412626199424,4,0.6888888888888889,0.8777777777777778,0.096920071169734,3,0.6888888888888889,0.8666666666666667,114.98426500149071,3,0.6777777777777778,0.8666666666666667,0.24396465718746185,1,3,0.6777777777777778,0.8666666666666667,178.28912826254964,3,0.6777777777777778,0.8666666666666667,0.25351293571293354,1,2,0.7,0.7,123.70667410641909,2,0.7,0.7,0.24193090200422773,1,2,0.7,0.7,123.7126332372427,2,0.7,0.7,0.2322845570743084,1,2,0.7,0.7,133.2743940204382,2,0.7,0.7,0.2850700579583645,1,2,0.7,0.7,130.51111747324467,2,0.7,0.7,0.24658045917749405,1,2,0.7,0.7,114.76878796890378,2,0.7,0.7,0.21807270124554634,1
